team_id,team_name,league_ids,team_crest,team_url,last_updated,country,city,stadium,other_names,abbreviations,search_terms
2FPJM3vI,Al Naser,KUWAIT_EMIR_CUP,https://static.flashscore.com/res/image/data/QeIfNVQq-xAEjX4rm.png,https://www.flashscore.com/team/al-naser/2FPJM3vI/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2wR15I0F,DPMM,MALAYSIA_SUPER_LEAGUE,https://static.flashscore.com/res/image/data/UNi30U96-nH1mbf7n.png,https://www.flashscore.com/team/kelantan-the-real-warriors/2wR15I0F/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
25SbDxKo,Kuala Lumpur City,MALAYSIA_SUPER_LEAGUE,https://static.flashscore.com/res/image/data/djVNxjXH-K2eBQ90M.png,https://www.flashscore.com/team/terengganu/25SbDxKo/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4IzxgrNP,Den Bosch,NETHERLANDS_EERSTE_DIVISIE,https://static.flashscore.com/res/image/data/MFaB7gAN-hjhCDZHK.png,https://www.flashscore.com/team/den-bosch/4IzxgrNP/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
6FRTNZ8p,Roda,NETHERLANDS_EERSTE_DIVISIE,https://static.flashscore.com/res/image/data/z5aqbrkC-pWP3d9yH.png,https://www.flashscore.com/team/roda/6FRTNZ8p/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2J6mntb0,Almere City,NETHERLANDS_EERSTE_DIVISIE,https://static.flashscore.com/res/image/data/xGubPZ7k-tWILcQKb.png,https://www.flashscore.com/team/jong-utrecht/2J6mntb0/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
40amSqFn,Cambuur,NETHERLANDS_EERSTE_DIVISIE,https://static.flashscore.com/res/image/data/p0WsghT0-0fjMSYzR.png,https://www.flashscore.com/team/top-oss/40amSqFn/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4K7Cefjp,UNAN-Managua,NICARAGUA_LIGA_PRIMERA,https://static.flashscore.com/res/image/data/AyD8uB76-lEXkIUhm.png,https://www.flashscore.com/team/walter-ferreti/4K7Cefjp/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4EX2Jben,Saint Lucia U20,NORTH_CENTRAL_AMERICA_CONCACAF_CHAMPIONSHIP_U20,https://static.flashscore.com/res/image/data/zsVVyT5k-trB6Do87.png,https://www.flashscore.com/team/dominica/4EX2Jben/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0rqWBEW3,Dominican Republic U20,NORTH_CENTRAL_AMERICA_CONCACAF_CHAMPIONSHIP_U20,https://static.flashscore.com/res/image/data/zujS9G76-bgIcTOwA.png,https://www.flashscore.com/team/british-virgin-islands/0rqWBEW3/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2y1L2omq,Vanuatu W,WORLD_WORLD_CUP_WOMEN,https://static.flashscore.com/res/image/data/2eVVcBU0-IJIsQ3zG.png,https://www.flashscore.com/team/vanuatu/2y1L2omq/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2H5uhNyO,U. Cluj,ROMANIA_SUPERLIGA,https://static.flashscore.com/res/image/data/vqp1ptT0-v1mKniN8.png,https://www.flashscore.com/team/otelul/2H5uhNyO/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2g2vaape,Adunatii-Copaceni,ROMANIA_LIGA_3_SERIA_5,https://static.flashscore.com/res/image/data/ltIgZXQq-ns9CIBOM.png,https://www.flashscore.com/team/adunatii-copaceni/2g2vaape/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2mUEUbCm,Baile Felix,ROMANIA_LIGA_3_SERIA_8,https://static.flashscore.com/res/image/data/UgWthuAN-OUSdZcYQ.png,https://www.flashscore.com/team/baia-mare/2mUEUbCm/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0WWAf960,SCM Zalau,ROMANIA_LIGA_3_SERIA_8,https://static.flashscore.com/res/image/data/vyM3qxXH-SUBdpYMk.png,https://www.flashscore.com/team/scm-zalau/0WWAf960/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2cJYOpxn,Zenit,RUSSIA_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/EyVBaZlC-QPqvtC2B.png,https://www.flashscore.com/team/baltika/2cJYOpxn/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2Pe820zN,Arsenal Tula,RUSSIA_FNL,https://static.flashscore.com/res/image/data/OfyKnYjT-04cZ6kQB.png,https://www.flashscore.com/team/kamaz/2Pe820zN/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4zFRxHeP,Gasogi United,RWANDA_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/plDtRUAN-6HIFuJk4.png,https://www.flashscore.com/team/gasogi-united/4zFRxHeP/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2H14OrlM,Al-Sadd,SAUDI_ARABIA_DIVISION_2,https://static.flashscore.com/res/image/data/zDvPAASq-OGFOz8Z3.png,https://www.flashscore.com/team/al-sadd/2H14OrlM/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2Rp2IN5H,Al Rawdah,SAUDI_ARABIA_DIVISION_2,https://static.flashscore.com/res/image/data/UXtypome-SKzzCnOH.png,https://www.flashscore.com/team/al-rawdhah/2Rp2IN5H/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0WTbh50a,Al-Sahel,SAUDI_ARABIA_DIVISION_2,https://static.flashscore.com/res/image/data/UPWoXQ86-pzfaKKw3.png,https://www.flashscore.com/team/al-taraji/0WTbh50a/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2w8r3XIs,Al-Sharq,SAUDI_ARABIA_DIVISION_2,https://static.flashscore.com/res/image/data/0nz7PfSq-fgsV2XEh.png,https://www.flashscore.com/team/najran/2w8r3XIs/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2ctQeDlm,Tuwaiq,SAUDI_ARABIA_DIVISION_2,https://static.flashscore.com/res/image/data/jqZO7MmC-xtDG9EmC.png,https://www.flashscore.com/team/jubbah/2ctQeDlm/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
6DV1NuEk,Radnicki Obrenovac,SERBIA_SRPSKA_LIGA_BELGRADE,https://static.flashscore.com/res/image/data/IoZPCtA6-QgZeRDaH.png,https://www.flashscore.com/team/radnicki-obrenovac/6DV1NuEk/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2kObFR9d,Rudar,SLOVENIA_2_SNL,https://static.flashscore.com/res/image/data/pC4Vpx86-fcDVLdrL.png,https://www.flashscore.com/team/rudar/2kObFR9d/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4jYGJsW7,Stellenbosch,SOUTH_AFRICA_BETWAY_PREMIERSHIP,https://static.flashscore.com/res/image/data/IVw0l5Rq-rZaAc4E6.png,https://www.flashscore.com/team/amazulu/4jYGJsW7/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2BcXneae,Kruger United,SOUTH_AFRICA_MOTSEPE_FOUNDATION_CHAMPIONSHIP,https://static.flashscore.com/res/image/data/Sbk4pHBN-fo54ZuBS.png,https://www.flashscore.com/team/kruger-united/2BcXneae/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4EzJGo2b,Huarte,SPAIN_TERCERA_RFEF_GROUP_15,https://static.flashscore.com/res/image/data/QR6bQGS0-h8LJXZe0.png,https://www.flashscore.com/team/valle-egues/4EzJGo2b/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
02GQPeUk,Bellinzona,SWITZERLAND_CHALLENGE_LEAGUE,https://static.flashscore.com/res/image/data/p0exurXH-llYv6bVJ.png,https://www.flashscore.com/team/bellinzona/02GQPeUk/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4UvVEsjd,Al Shorta,SYRIA_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/EJbh23VH-hKTnkrwF.png,https://www.flashscore.com/team/al-shouleh/4UvVEsjd/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2VoPTtVM,Horriya,SYRIA_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/6qrDAKPq-pf2RcIoL.png,https://www.flashscore.com/team/al-ittihad-aleppo/2VoPTtVM/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2LddyUJM,Kasetsart,THAILAND_THAI_LEAGUE_2,https://static.flashscore.com/res/image/data/hYUZOJT0-dxdS0FFM.png,https://www.flashscore.com/team/police-tero/2LddyUJM/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4MWKcfBn,JS Omrane,TUNISIA_LIGUE_PROFESSIONNELLE_1,https://static.flashscore.com/res/image/data/hIOWhuXH-n1oCCiBU.png,https://www.flashscore.com/team/ben-guerdane/4MWKcfBn/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0AqfZLXt,JS Kairouan,TUNISIA_LIGUE_PROFESSIONNELLE_1,https://static.flashscore.com/res/image/data/8Ah2sSPq-beBXmIt1.png,https://www.flashscore.com/team/zarzis/0AqfZLXt/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
6axHqPe2,Kasserine,TUNISIA_LIGUE_2,https://static.flashscore.com/res/image/data/6DmnVfSq-h0aVzwOp.png,https://www.flashscore.com/team/kasserine/6axHqPe2/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
40ZYZrBI,Dibba Al Fujairah,UNITED_ARAB_EMIRATES_UAE_LEAGUE,https://static.flashscore.com/res/image/data/M7vscW6k-COCcK4Lc.png,https://www.flashscore.com/team/al-nasr/40ZYZrBI/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2eHlABP4,Al Nasr,UNITED_ARAB_EMIRATES_UAE_LEAGUE,https://static.flashscore.com/res/image/data/Q3crtsVH-xbrb3RaU.png,https://www.flashscore.com/team/dibba-al-fujairah/2eHlABP4/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2NPGUzjl,Al Dhafra U23,UNITED_ARAB_EMIRATES_PRO_LEAGUE_U23,https://static.flashscore.com/res/image/data/Uwhj1JCN-MeP2FNlC.png,https://www.flashscore.com/team/al-dhafra/2NPGUzjl/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
6DWZyFY4,Kokand 1912,UZBEKISTAN_SUPER_LEAGUE,https://static.flashscore.com/res/image/data/61lc05jT-xxukKprA.png,https://www.flashscore.com/team/kokand-1912/6DWZyFY4/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4tFmv8gk,Monagas,VENEZUELA_LIGA_FUTVE,https://static.flashscore.com/res/image/data/UsxHXpU0-8202Hgm6.png,https://www.flashscore.com/team/portuguesa/4tFmv8gk/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
40Z46ke6,Van Hien,VIETNAM_V_LEAGUE_2,https://static.flashscore.com/res/image/data/lWrS6UR0-OWHYxP4J.png,https://www.flashscore.com/team/long-an/40Z46ke6/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
02ZSs2tP,Quy Nhon United,VIETNAM_V_LEAGUE_2,https://static.flashscore.com/res/image/data/tGvngT86-MkKtctuN.png,https://www.flashscore.com/team/quy-nhon-united/02ZSs2tP/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0QWr1oIb,Denbigh,WALES_CYMRU_NORTH,https://static.flashscore.com/res/image/data/Sn9R23lC-AebqGGk4.png,https://www.flashscore.com/team/holywell-town-fc/0QWr1oIb/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0AheRyBg,Inter Miami (Usa),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/z94JGZTH-UwKTVGeG.png,https://www.flashscore.com/team/inter-miami/0AheRyBg/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
6HI1bhNN,Indy Eleven (Usa),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Qu7rX98k-SKM7ErGG.png,https://www.flashscore.com/team/forward-madison/6HI1bhNN/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
0t64gHeU,Egersund (Nor),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/U5KiOX86-0dqQtiHo.png,https://www.flashscore.com/team/egersund/0t64gHeU/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
02uWUnp8,Kjelsas (Nor),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/0p3birAN-jDKr6VBi.png,https://www.flashscore.com/team/kjelsas/02uWUnp8/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
4nmt4OBG,Malmo FF W (Swe),WORLD_CLUB_FRIENDLY_WOMEN,https://static.flashscore.com/res/image/data/M9hV0biT-0hNJCKlj.png,https://www.flashscore.com/team/vaxjo-dff/4nmt4OBG/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
48zhCLQs,Honefoss W (Nor),WORLD_CLUB_FRIENDLY_WOMEN,https://static.flashscore.com/res/image/data/8G7a8gPq-0t5jM2ql.png,https://www.flashscore.com/team/honefoss/48zhCLQs/,2026-02-26T16:22:23.338624+00:00,,,,[],[],[]
2akflumR,Olympique Lyonnais,,,,2026-02-26T16:24:51.305043+00:00,FR,Lyon,Groupama Stadium,"['OL', 'Les Gones']",['OL'],"['lyon', 'ol', 'olympique lyonnais', 'les gones']"
02x8YFgF,Građanski nogometni klub Dinamo Zagreb,,,,2026-02-26T16:25:13.160287+00:00,HR,Zagreb,Stadion Maksimir,"['GNK Dinamo Zagreb', 'Dinamo Zagreb', 'Dinamo']",['Dinamo'],"['din zagreb', 'dinamo', 'dinamo zagreb', 'gnk dinamo zagreb', 'graanski nogometni klub dinamo zagreb']"
4bp6yRjU,SK Sigma Olomouc,,,,2026-02-26T16:25:27.252861+00:00,CZ,Olomouc,Andrův stadion,['Sigma'],"['Sigma', 'SIG']","['sig', 'sigma', 'sigma olomouc', 'sk sigma olomouc']"
42ectuVa,SønderjyskE Fodbold,,,,2026-02-26T16:25:46.969911+00:00,DK,Haderslev,Sydbank Park,['Sønderjysk Elitesport'],['SønderjyskE'],"['snderjyske', 'snderjyske fodbold', 'sonderjyske', 'snderjysk elitesport']"
0f7GpAMu,FK Mladá Boleslav,,,,2026-02-26T16:25:46.969911+00:00,CZ,Mladá Boleslav,Lokotrans Aréna,[],['FKM'],"['fkm', 'mlada boleslav', 'fk mlada boleslav']"
2LH3Ywq4,KKS Lech Poznań,,,,2026-02-26T16:26:05.801604+00:00,PL,Poznań,Enea Stadion,"['Kolejorz', 'Niebiesko-Biali']",['LPO'],"['kks lech poznan', 'kolejorz', 'lech poznan', 'niebieskobiali', 'lpo']"
2e7mzLut,Panthessalonikian Athletic Club of Constantinople,,,,2026-02-26T16:26:56.309767+00:00,GR,Thessaloniki,Toumba Stadium,"['PAOK FC', 'PAOK Thessaloniki', 'Dikefalos tou Vorra']",['PAOK'],"['paok thessaloniki', 'paok', 'paok fc', 'dikefalos tou vorra', 'panthessalonikian athletic club of constantinople']"
4ENWX2OA,FC Shakhtar Donetsk,UKRAINE_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/fLOld9A6-YmCZKGcR.png,https://www.flashscore.com/team/shakhtar/4ENWX2OA/,2026-02-26T16:26:56.309767+00:00,UA,Donetsk,Donbass Arena,['Shakhtar'],['SHK'],"['shk', 'shakhtar donetsk', 'fc shakhtar donetsk', 'shakhtar']"
0Ija0Ej9,FC Gelsenkirchen-Schalke 04 e. V.,,,,2026-02-26T16:26:56.309767+00:00,DE,Gelsenkirchen,Veltins-Arena,"['Schalke 04', 'S04', 'Die Königsblauen', 'Die Knappen']",['S04'],"['s04', 'schalke 04', 'die knappen', 'die konigsblauen', 'schalke', 'fc gelsenkirchenschalke 04 e v']"
4jcj2zMd,Bayer 04 Leverkusen Fußball GmbH,,,,2026-02-26T16:27:10.760796+00:00,DE,Leverkusen,BayArena,['Die Werkself'],"['B04', 'BL']","['b04', 'die werkself', 'bl', 'bayer 04 leverkusen fuball gmbh', 'bayer leverkusen']"
0b3siLz1,Auchinleck Talbot Football Club,,,,2026-02-26T16:27:53.286321+00:00,Scotland,Auchinleck,Beechwood Park,"['Talbot', 'The Bot']",['ATFC'],"['auchinleck talbot football club', 'atfc', 'auchinleck talbot', 'the bot', 'talbot']"
23ovFkW0,SV Fellbach,,,,2026-02-26T16:27:39.812521+00:00,DE,Fellbach,Max-Graser-Stadion,['Sportverein Fellbach'],['SVF'],"['sportverein fellbach', 'sv fellbach', 'svf', 'fellbach']"
69Dxbc61,Società Sportiva Calcio Napoli,,,,2026-02-26T16:28:23.812179+00:00,IT,Naples,Stadio Diego Armando Maradona,"['Azzurri', 'Partenopei']","['Napoli', 'NAP']","['societa sportiva calcio napoli', 'azzurri', 'partenopei', 'napoli', 'nap']"
4lUZQCQq,Crystal Palace Football Club,,,,2026-02-26T16:28:53.969519+00:00,GB,London,Selhurst Park,"['The Eagles', 'Palace']",['CPFC'],"['cpfc', 'crystal palace football club', 'crystal palace', 'the eagles', 'palace']"
25HpQh9o,Lillestrøm Sportsklubb,WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/rqNEwqQq-zTAC7Vhk.png,https://www.flashscore.com/team/tromso/25HpQh9o/,2026-02-26T16:28:53.969519+00:00,NO,Lillestrøm,Åråsen Stadion,"['Lillestrøm SK', 'Kanarifuglene']",['LSK'],"['lillestrm sk', 'kanarifuglene', 'lillestrm sportsklubb', 'lsk', 'lillestrom nor']"
4bW7fppH,OKMK Olmaliq,,,,2026-02-26T18:06:59.155805+00:00,UZ,Olmaliq,OKMK Sport Majmuasi,"['AGMK Olmaliq', 'AGMK']",['OKMK'],"['agmk olmaliq', 'okmk olmaliq', 'agmk', 'okmk']"
0hPDuF2d,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,,,,2026-02-26T17:58:46.285777+00:00,GR,Thessaloniki,Toumba Stadium,"['PAOK FC', 'P.A.O.K.']",['PAOK'],"['paok', 'paok fc', 'panthessalonikios athlitikos omilos konstantinoupoliton']"
2wZHnGDH,Panathinaikos Football Club,,,,2026-02-26T17:58:56.603838+00:00,GR,Athens,Apostolos Nikolaidis Stadium,"['The Greens', 'Trifylli', 'Pana']",['PAO'],"['trifylli', 'pana', 'panathinaikos', 'pao', 'panathinaikos football club', 'the greens']"
4jl02tPF,Al Ahli Saudi Football Club,,,,2026-02-26T17:59:17.082489+00:00,SA,Jeddah,King Abdullah Sports City,"['Al-Ahli Jeddah', 'The Royal Club', 'The Fortress of Cups']","['Al Ahli', 'AASFC']","['aasfc', 'al ahli sc', 'al ahli saudi football club', 'al ahli', 'alahli jeddah', 'the fortress of cups', 'the royal club']"
4ETLrR7n,Club Nacional de Football,,,,2026-02-26T17:59:31.347549+00:00,UY,Montevideo,Estadio Gran Parque Central,"['Los Bolsos', 'El Decano', 'Tricolores']","['CNdeF', 'Nacional']","['club nacional de football', 'los bolsos', 'tricolores', 'nacional', 'el decano', 'cndef']"
2oIoLTCk,Panthessalonikian Athletic Club of Constantinopolitans,,,,2026-02-26T17:59:31.347549+00:00,GR,Thessaloniki,Toumba Stadium,"['Dikefalos tou Vorra', 'Two-headed Eagle of the North']",['PAOK FC'],"['panthessalonikian athletic club of constantinopolitans', 'twoheaded eagle of the north', 'paok fc', 'dikefalos tou vorra', 'paok']"
2eOrQDea,Racing White Daring Molenbeek,,,,2026-02-26T17:59:56.098933+00:00,BE,Molenbeek-Saint-Jean,Edmond Machtens Stadium,"['RWD Molenbeek', 'RWDM', 'FC Brussels']",['RWDM'],"['fc brussels', 'racing white daring molenbeek', 'rwd molenbeek', 'rwdm brussels', 'rwdm']"
448T3rTI,Nogometni klub Osijek,,,,2026-02-26T18:00:12.929368+00:00,HR,Osijek,Opus Arena,"['NK Osijek', 'Bijelo-plavi']","['NK Osijek', 'Osijek']","['osijek', 'bijeloplavi', 'nk osijek', 'nogometni klub osijek']"
2w5qgpq0,HNK Hajduk Split,,,,2026-02-26T18:00:31.412623+00:00,HR,Split,Stadion Poljud,"['Bili', 'Majstori s mora']",['Hajduk'],"['bili', 'hajduk split', 'hajduk', 'hnk hajduk split', 'majstori s mora']"
2gUHsxs4,FC Kryvbas Kryvyi Rih,,,,2026-02-26T18:00:31.412623+00:00,UA,Kryvyi Rih,Hirnyk Stadium,['Chervono-Bili'],['Kryvbas'],"['chervonobili', 'fc kryvbas kryvyi rih', 'kryvbas']"
6JCTNVDE,HŠK Zrinjski Mostar,,,,2026-02-26T18:00:31.412623+00:00,BA,Mostar,Stadion pod Bijelim Brijegom,['Plemići'],['Zrinjski'],"['zrinjski', 'hsk zrinjski mostar', 'plemici']"
2XrRecc3,Crystal Palace Football Club,,,,2026-02-26T18:00:40.302875+00:00,GB,London,Selhurst Park,"['The Eagles', 'Palace']","['CPFC', 'Palace']","['palace', 'cpfc', 'crystal palace football club', 'crystal palace', 'the eagles']"
4fGZN2oK,Chelsea Football Club,,,,2026-02-26T18:00:58.270813+00:00,GB,London,Stamford Bridge,"['The Blues', 'Pensioners']",['CFC'],"['the blues', 'cfc', 'pensioners', 'chelsea football club', 'chelsea']"
0MJlDkrA,Göztepe Spor Kulübü,,,,2026-02-26T18:01:14.9463+00:00,TR,İzmir,Gürsel Aksel Stadium,['Göz Göz'],['Göztepe'],"['goz goz', 'goztepe spor kulubu', 'goztepe']"
0OqaJuLt,NK Domžale,,,,2026-02-26T18:02:15.958157+00:00,SI,Domžale,Športni park Domžale,['Nogometni klub Domžale'],['Domžale'],"['nk domzale', 'nogometni klub domzale', 'domzale']"
6DgLml06,KF Prishtina e Re,,,,2026-02-26T18:02:35.50773+00:00,XK,Pristina,,['FC Prishtina e Re'],['Prishtina e Re'],"['fc prishtina e re', 'kf prishtina e re', 'prishtina e re']"
0ESCnI1H,ACF Fiorentina,,,,2026-02-26T18:02:48.239183+00:00,IT,Florence,Stadio Artemio Franchi,"['La Viola', 'Gigliati']","['FIO', 'ACF']","['fiorentina', 'la viola', 'acf', 'gigliati', 'acf fiorentina', 'fio']"
4nBQsDq2,Pogoń Grodzisk Mazowiecki,,,,2026-02-26T18:03:09.039003+00:00,Poland,Grodzisk Mazowiecki,Stadion Miejski w Grodzisku Mazowieckim,['Pogoń GM'],"['Pogoń', 'Pogoń GM']","['pogon', 'grodzisk m', 'pogon grodzisk mazowiecki', 'pogon gm']"
4YnUAu0q,North Macedonia national under-18 football team,,,,2026-02-26T18:04:38.690125+00:00,North Macedonia,,,['Macedonia U18'],['MKD U18'],"['north macedonia u18', 'macedonia u18', 'mkd u18', 'north macedonia national under18 football team']"
2RZnVeaJ,FK Makedonija Gjorče Petrov,,,,2026-02-26T18:04:38.690125+00:00,North Macedonia,Skopje,Gjorče Petrov Stadium,['Makedonija GjP'],"['Makedonija GP', 'MKD GP']","['mkd gp', 'fk makedonija gjorce petrov', 'makedonija gjp', 'makedonija gp']"
4IQgZaVs,FC Lausanne-Sport,,,,2026-02-26T18:04:38.690125+00:00,Switzerland,Lausanne,Stade de la Tuilière,['LS'],['LS'],"['lausanne', 'fc lausannesport', 'ls']"
4lLL2D3H,FK Pelister,,,,2026-02-26T18:04:38.690125+00:00,North Macedonia,Bitola,Tumbe Kafe Stadium,[],['Pelister'],"['pelister', 'fk pelister']"
65I2MLv6,CSA Steaua București,,,,2026-02-26T18:04:38.690125+00:00,Romania,Bucharest,Steaua Stadium,"['Clubul Sportiv al Armatei Steaua București', 'Steaua Bucharest']","['Steaua', 'CSA Steaua']","['steaua bucharest', 'steaua', 'csa steaua', 'steaua bucuresti', 'clubul sportiv al armatei steaua bucuresti', 'csa steaua bucuresti']"
4OH42xsn,FK Gostivar,,,,2026-02-26T18:04:38.690125+00:00,North Macedonia,Gostivar,Gradski Stadion Gostivar,[],['Gostivar'],"['fk gostivar', 'gostivar']"
6B9kVCIA,FC Van,ARMENIA_PREMIER_LEAGUE,https://static.flashscore.com/res/image/data/CxCwwFQq-bD2dwPED.png,https://www.flashscore.com/team/van/6B9kVCIA/,2026-02-26T18:05:21.155399+00:00,AM,Charentsavan,Charentsavan City Stadium,[],[],"['fc van', 'van']"
67JWjnOB,FC West Armenia,,,,2026-02-26T18:05:31.21126+00:00,Armenia,Yerevan,Mika Stadium,['West Armenia FC'],['West Armenia'],"['fc west armenia', 'west armenia fc', 'west armenia']"
65aF0CPE,Fudbalski klub Romanija Pale,,,,2026-02-26T18:06:11.495738+00:00,BA,Pale,Stadion Vlajko Petrović,['FK Romanija'],['FK Romanija'],"['fk romanija', 'fudbalski klub romanija pale', 'romanija pale']"
4WElAd9p,FC Lausanne-Sport,,,,2026-02-26T18:06:11.495738+00:00,CH,Lausanne,Stade de la Tuilière,"['Lausanne-Sport', 'LS']",['LS'],"['lausanne', 'lausannesport', 'fc lausannesport', 'ls']"
2HA76NHc,FC Milsami Orhei,,,,2026-02-26T18:07:27.974586+00:00,MD,Orhei,CSR Orhei,['Milsami Orhei'],['Milsami'],"['milsami orhei', 'fc milsami orhei', 'milsami']"
2TRo7vop,Club Atlético Juventud de Las Piedras,,,,2026-02-26T18:08:01.712407+00:00,UY,Las Piedras,Estadio Parque Artigas,"['Juventud de Las Piedras', 'Juventud LP']",['CAJP'],"['juventud de las piedras', 'cajp', 'juventud', 'club atletico juventud de las piedras', 'juventud lp']"
0KuKBKxT,Liverpool Fútbol Club,,,,2026-02-26T18:08:01.712407+00:00,UY,Montevideo,Estadio Belvedere,"['Liverpool Montevideo', 'Negriazules']",['LFC'],"['lfc', 'liverpool montevideo', 'liverpool futbol club', 'negriazules', 'liverpool m']"
6Ngogp51,Entente Sportive d'El Biar,,,,2026-02-26T18:09:10.896138+00:00,Algeria,El Biar,Stade de El Biar,[],['ESEB'],"['entente sportive del biar', 'eseb', 'el biar']"
0GuF1aSS,Singida Black Stars FC,,,,2026-02-26T18:09:38.587214+00:00,Tanzania,Singida,Liti Stadium,[],['SBS FC'],"['singida black stars', 'singida black stars fc', 'sbs fc']"
2BJIkFqL,Club Sportif Sfaxien,,,,2026-02-26T18:09:38.587214+00:00,Tunisia,Sfax,Stade Taïeb Mhiri,"['CSS', 'Juventus Al-Arab']",['CSS'],"['club sportif sfaxien', 'cs sfaxien', 'juventus alarab', 'css']"
4QmJ2LNc,Club Atlético River Plate,,,,2026-02-26T18:10:25.813157+00:00,Argentina,Buenos Aires,Estadio Mâs Monumental,"['Los Millonarios', 'La Banda']",['CARP'],"['la banda', 'club atletico river plate', 'carp', 'los millonarios', 'river plate']"
0dHZReql,Club Atlético Central Córdoba (Santiago del Estero),,,,2026-02-26T18:10:40.581496+00:00,AR,Santiago del Estero,Estadio Alfredo Terrera,"['Ferroviario', 'El Ferro']",['CACC'],"['club atletico central cordoba santiago del estero', 'el ferro', 'ferroviario', 'central cordoba', 'cacc']"
42FbPIs2,Fortaleza Esporte Clube,,,,2026-02-26T18:10:57.511692+00:00,BR,Fortaleza,Estádio Castelão,"['Leão do Pici', 'Tricolor de Aço']",['FEC'],"['leao do pici', 'tricolor de aco', 'fec', 'fortaleza', 'fortaleza esporte clube']"
0SwtclaU,Club de Regatas Vasco da Gama,,,,2026-02-26T18:11:13.50533+00:00,BR,Rio de Janeiro,Estádio São Januário,"['Vasco da Gama', 'Gigante da Colina', 'Cruzmaltino']",['CRVG'],"['cruzmaltino', 'crvg', 'gigante da colina', 'vasco da gama', 'club de regatas vasco da gama', 'vasco']"
4lOgZPQl,Santos Futebol Clube,,,,2026-02-26T18:12:21.440105+00:00,BR,Santos,Estádio Urbano Caldeira (Vila Belmiro),"['Peixe', 'Alvinegro Praiano']",['SFC'],"['santos futebol clube', 'peixe', 'sfc', 'santos', 'alvinegro praiano']"
